,PMID,Type,Content,MaxLine
87,15882093,a,"
Abstract

Little is known about the molecular mechanisms and intrinsic factors that are responsible for the emergence of neuronal subtype identity. Several transcription factors that are expressed mainly in precursors of the ventral telencephalon have been shown to control neuronal specification, but it has been unclear whether subtype identity is also specified in these precursors, or if this happens in postmitotic neurons, and whether it involves the same or different factors. SOX1, an HMG box transcription factor, is expressed widely in neural precursors along with the two other SOXB1 subfamily members, SOX2 and SOX3, and all three have been implicated in neurogenesis. SOX1 is also uniquely expressed at a high level in the majority of telencephalic neurons that constitute the ventral striatum (VS). These neurons are missing in Sox1-null mutant mice. In the present study, we have addressed the requirement for SOX1 at a cellular level, revealing both the nature and timing of the defect. By generating a novel Sox1-null allele expressing β-galactosidase, we found that the VS precursors and their early neuronal differentiation are unaffected in the absence of SOX1, but the prospective neurons fail to migrate to their appropriate position. Furthermore, the migration of non-Sox1-expressing VS neurons (such as those expressing Pax6) was also affected in the absence of SOX1, suggesting that Sox1-expressing neurons play a role in structuring the area of the VS. To test whether SOX1 is required in postmitotic cells for the emergence of VS neuronal identity, we generated mice in which Sox1 expression was directed to all ventral telencephalic precursors, but to only a very few VS neurons. These mice again lacked most of the VS, indicating that SOX1 expression in precursors is not sufficient for VS development. Conversely, the few neurons in which Sox1 expression was maintained were able to migrate to the VS. In conclusion, Sox1 expression in precursors is not sufficient for VS neuronal identity and migration, but this is accomplished in postmitotic cells, which require the continued presence of SOX1. Our data also suggest that other SOXB1 members showing expression in specific neuronal populations are likely to play continuous roles from the establishment of precursors to their final differentiation.
",2417.0
88,15917436,t,"DNA binding and helicase actions of mouse MCM4/6/7 helicase
",
89,15917436,a,"
Abstract

Helicases play central roles in initiation and elongation of DNA replication. We previously reported that helicase and ATPase activities of the mammalian Mcm4/6/7 complex are activated specifically by thymine-rich single-stranded DNA. Here, we examined its substrate preference and helicase actions using various synthetic DNAs. On a bubble substrate, Mcm4/6/7 makes symmetric dual contacts with the 5′-proximal 25 nt single-stranded segments adjacent to the branch points, presumably generating double hexamers. Loss of thymine residues from one single-strand results in significant decrease of unwinding efficacy, suggesting that concurrent bidirectional unwinding by a single double hexameric Mcm4/6/7 may play a role in efficient unwinding of the bubble. Mcm4/6/7 binds and unwinds various fork and extension structures carrying a single-stranded 3′-tail DNA. The extent of helicase activation depends on the sequence context of the 3′-tail, and the maximum level is achieved by DNA with 50% or more thymine content. Strand displacement by Mcm4/6/7 is inhibited, as the GC content of the duplex region increases. Replacement of cytosine–guanine pairs with cytosine–inosine pairs in the duplex restored unwinding, suggesting that mammalian Mcm4/6/7 helicase has difficulties in unwinding stably base-paired duplex. Taken together, these findings reveal important features on activation and substrate preference of the eukaryotic replicative helicase.
",1525.0
90,15921521,t,"Potential genetic modifiers of the cystic fibrosis intestinal inflammatory phenotype on mouse chromosomes 1, 9, and 10
",
91,15921521,a,"
Abstract

Background

Although cystic fibrosis is caused by mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene, the severity of disease is highly variable indicating the influence of modifier genes. The intestines of Cftr deficient mice (CF mice: Cftrtm1Unc) are prone to obstruction by excessive mucus accumulation and are used as a model of meconium ileus and distal intestinal obstruction syndrome. This phenotype is strongly dependent on the genetic background of the mice. On the C57Bl/6 background, the majority of CF mice cannot survive on solid mouse chow, have inflammation of the small intestine, and are about 30% smaller than wild type littermates. In this work potential modifier loci of the CF intestinal phenotype were identified.

Results

CF mice on a mixed genetic background (95% C57Bl/6 and 5% 129Sv) were compared to CF mice congenic on the C57Bl/6 background for several parameters of the intestinal CF phenotype. CF mice on the mixed background exhibit significantly greater survival when fed dry mouse chow, have reduced intestinal inflammation as measured by quantitative RT-PCR for marker genes, have near normal body weight gain, and have reduced mucus accumulation in the intestinal crypts. There was an indication of a gender effect for body weight gain: males did not show a significant improvement at 4 weeks of age, but were of normal weight at 8 weeks, while females showed improvement at both 4 and 8 weeks. By a preliminary genome-wide PCR allele scanning, three regions were found to be potentially associated with the milder phenotype. One on chr.1, defined by marker D1Mit36, one on chr. 9 defined by marker D9Mit90, and one on chr. 10, defined by marker D10Mit14.

Conclusion

Potential modifier regions were found that have a positive impact on the inflammatory phenotype of the CF mouse small intestine and animal survival. Identification of polymorphisms in specific genes in these regions should provide important new information about genetic modifiers of the CF intestinal phenotype.

",2180.0
92,15938754,t,"Haplotypes at the Tas2r locus on distal chromosome 6 vary with quinine taste sensitivity in inbred mice
",
93,15938754,a,"
Abstract

Background

The detection of bitter-tasting compounds by the gustatory system is thought to alert animals to the presence of potentially toxic food. Some, if not all, bitter stimuli activate specific taste receptors, the T2Rs, which are expressed in subsets of taste receptor cells on the tongue and palate. However, there is evidence for both receptor-dependent and -independent transduction mechanisms for a number of bitter stimuli, including quinine hydrochloride (QHCl) and denatonium benzoate (DB).

Results

We used brief-access behavioral taste testing of BXD/Ty recombinant inbred (RI) mouse strains to map the major quantitative trait locus (QTL) for taste sensitivity to QHCl. This QTL is restricted to a ~5 Mb interval on chromosome 6 that includes 24 genes encoding T2Rs (Tas2rs). Tas2rs at this locus display in total 307 coding region single nucleotide polymorphisms (SNPs) between the two BXD/Ty RI parental strains, C57BL/6J (quinine-sensitive) and DBA/2J (quinine insensitive); approximately 50% of these mutations are silent. Individual RI lines contain exclusively either C57BL/6J or DBA/2J Tas2r alleles at this locus, and RI lines containing C57BL/6J Tas2r alleles are more sensitive to QHCl than are lines containing DBA/2J alleles. Thus, the entire Tas2r cluster comprises a large haplotype that correlates with quinine taster status.

Conclusion

These studies, the first using a taste-salient assay to map the major QTL for quinine taste, indicate that a T2R-dependent transduction cascade is responsible for the majority of strain variance in quinine taste sensitivity. Furthermore, the large number of polymorphisms within coding exons of the Tas2r cluster, coupled with evidence that inbred strains exhibit largely similar bitter taste phenotypes, suggest that T2R receptors are quite tolerant to variation.

",1953.0
94,16026622,t,"Quantitative trait analysis of the development of pulmonary tolerance to inhaled zinc oxide in mice
",
95,16026622,a,"
Abstract

Background

Individuals may develop tolerance to the induction of adverse pulmonary effects following repeated exposures to inhaled toxicants. Previously, we demonstrated that genetic background plays an important role in the development of pulmonary tolerance to inhaled zinc oxide (ZnO) in inbred mouse strains, as assessed by polymorphonuclear leukocytes (PMNs), macrophages, and total protein in bronchoalveolar lavage (BAL) phenotypes. The BALB/cByJ (CBy) and DBA/2J (D2) strains were identified as tolerant and non-tolerant, respectively. The present study was designed to identify candidate genes that control the development of pulmonary tolerance to inhaled ZnO.

Methods

Genome-wide linkage analyses were performed on a CByD2F2 mouse cohort phenotyped for BAL protein, PMNs, and macrophages following 5 consecutive days of exposure to 1.0 mg/m3 inhaled ZnO for 3 hours/day. A haplotype analysis was carried out to determine the contribution of each quantitative trait locus (QTL) and QTL combination to the overall BAL protein phenotype. Candidate genes were identified within each QTL interval using the positional candidate gene approach.

Results

A significant quantitative trait locus (QTL) on chromosome 1, as well as suggestive QTLs on chromosomes 4 and 5, for the BAL protein phenotype, was established. Suggestive QTLs for the BAL PMN and macrophage phenotypes were also identified on chromosomes 1 and 5, respectively. Analysis of specific haplotypes supports the combined effect of three QTLs in the overall protein phenotype. Toll-like receptor 5 (Tlr5) was identified as an interesting candidate gene within the significant QTL for BAL protein on chromosome 1. Wild-derived Tlr5-mutant MOLF/Ei mice were tolerant to BAL protein following repeated ZnO exposure.

Conclusion

Genetic background is an important influence in the acquisition of pulmonary tolerance to BAL protein, PMNs, and macrophages following ZnO exposure. Promising candidate genes exist within the identified QTL intervals that would be good targets for additional studies, including Tlr5. The implications of tolerance to health risks in humans are numerous, and this study furthers the understanding of gene-environment interactions that are likely to be important factors from person-to-person in regulating the development of pulmonary tolerance to inhaled toxicants.

",2476.0
96,16027110,t,"Identification and characterization of the mouse nuclear export factor (Nxf) family members
",
97,16027110,a,"
Abstract

TAP/hNXF1 is a key factor that mediates general cellular mRNA export from the nucleus, and its orthologs are structurally and functionally conserved from yeast to humans. Metazoans encode additional proteins that share homology and domain organization with TAP/hNXF1, suggesting their participation in mRNA metabolism; however, the precise role(s) of these proteins is not well understood. Here, we found that the human mRNA export factor hNXF2 is specifically expressed in the brain, suggesting a brain-specific role in mRNA metabolism. To address the roles of additional NXF factors, we have identified and characterized the two Nxf genes, Nxf2 and Nxf7, which together with the TAP/hNXF1's ortholog Nxf1 comprise the murine Nxf family. Both mNXF2 and mNXF7 have a domain structure typical of the NXF family. We found that mNXF2 protein is expressed during mouse brain development. Similar to TAP/hNXF1, the mNXF2 protein is found in the nucleus, the nuclear envelope and cytoplasm, and is an active mRNA export receptor. In contrast, mNXF7 localizes exclusively to cytoplasmic granules and, despite its overall conserved sequence, lacks mRNA export activity. We concluded that mNXF2 is an active mRNA export receptor similar to the prototype TAP/hNXF1, whereas mNXF7 may have a more specialized role in the cytoplasm.
",1424.0
98,16098226,t,"A screen for proteins that interact with PAX6: C-terminal mutations disrupt interaction with HOMER3, DNCL1 and TRIM11
",
99,16098226,a,"
Abstract

Background

The PAX6 protein is a transcriptional regulator with a key role in ocular and neurological development. Individuals with heterozygous loss-of-function mutations in the PAX6 gene have malformations of the eye and brain. Little is known about the interactions of PAX6 with other proteins, so we carried out a systematic screen for proteins that interact with PAX6.

Results

We used bioinformatics techniques to characterise a highly conserved peptide at the C-terminus of the PAX6 protein. Yeast two-hybrid library screens were then carried out to identify brain-expressed proteins that interact with the C-terminal peptide and with the entire PAX6 proline-serine-threonine-rich domain. Three novel PAX6-interacting proteins were identified: the post-synaptic density (PSD) protein HOMER3, the dynein subunit DNCL1, and the tripartite motif protein TRIM11. Three C-terminal PAX6 mutations, previously identified in patients with eye malformations, all reduced or abolished the interactions.

Conclusion

Our preliminary data suggest that PAX6 interacts with HOMER3, DNCL1 and TRIM11. We propose that the interaction of PAX6 with HOMER3 and DNCL1 is a mechanism by which synaptic activation could lead to changes in neuronal transcriptional activity, and that some of the neural anomalies in patients with PAX6 mutations could be explained by impaired protein-protein interactions.

",1522.0
100,16103912,t,"Fog2 Is Required for Normal Diaphragm and Lung Development in Mice and Humans
",
101,16103912,a,"
Abstract

Congenital diaphragmatic hernia and other congenital diaphragmatic defects are associated with significant mortality and morbidity in neonates; however, the molecular basis of these developmental anomalies is unknown. In an analysis of E18.5 embryos derived from mice treated with N-ethyl-N-nitrosourea, we identified a mutation that causes pulmonary hypoplasia and abnormal diaphragmatic development. Fog2 (Zfpm2) maps within the recombinant interval carrying the N-ethyl-N-nitrosourea-induced mutation, and DNA sequencing of Fog2 identified a mutation in a splice donor site that generates an abnormal transcript encoding a truncated protein. Human autopsy cases with diaphragmatic defect and pulmonary hypoplasia were evaluated for mutations in FOG2. Sequence analysis revealed a de novo mutation resulting in a premature stop codon in a child who died on the first day of life secondary to severe bilateral pulmonary hypoplasia and an abnormally muscularized diaphragm. Using a phenotype-driven approach, we have established that Fog2 is required for normal diaphragm and lung development, a role that has not been previously appreciated. FOG2 is the first gene implicated in the pathogenesis of nonsyndromic human congenital diaphragmatic defects, and its necessity for pulmonary development validates the hypothesis that neonates with congenital diaphragmatic hernia may also have primary pulmonary developmental abnormalities.
",1523.0
102,16109169,t,"Inactivation of the Huntington's disease gene (Hdh) impairs anterior streak formation and early patterning of the mouse embryo
",
103,16109169,a,"
Abstract

Background

Huntingtin, the HD gene encoded protein mutated by polyglutamine expansion in Huntington's disease, is required in extraembryonic tissues for proper gastrulation, implicating its activities in nutrition or patterning of the developing embryo. To test these possibilities, we have used whole mount in situ hybridization to examine embryonic patterning and morphogenesis in homozygous Hdhex4/5 huntingtin deficient embryos.

Results

In the absence of huntingtin, expression of nutritive genes appears normal but E7.0–7.5 embryos exhibit a unique combination of patterning defects. Notable are a shortened primitive streak, absence of a proper node and diminished production of anterior streak derivatives. Reduced Wnt3a, Tbx6 and Dll1 expression signify decreased paraxial mesoderm and reduced Otx2 expression and lack of headfolds denote a failure of head development. In addition, genes initially broadly expressed are not properly restricted to the posterior, as evidenced by the ectopic expression of Nodal, Fgf8 and Gsc in the epiblast and T (Brachyury) and Evx1 in proximal mesoderm derivatives. Despite impaired posterior restriction and anterior streak deficits, overall anterior/posterior polarity is established. A single primitive streak forms and marker expression shows that the anterior epiblast and anterior visceral endoderm (AVE) are specified.

Conclusion

Huntingtin is essential in the early patterning of the embryo for formation of the anterior region of the primitive streak, and for down-regulation of a subset of dynamic growth and transcription factor genes. These findings provide fundamental starting points for identifying the novel cellular and molecular activities of huntingtin in the extraembryonic tissues that govern normal anterior streak development. This knowledge may prove to be important for understanding the mechanism by which the dominant polyglutamine expansion in huntingtin determines the loss of neurons in Huntington's disease.

",2127.0
104,16110338,t,"A Hybrid Photoreceptor Expressing Both Rod and Cone Genes in a Mouse Model of Enhanced S-Cone Syndrome
",
105,16110338,a,"
Abstract

Rod and cone photoreceptors subserve vision under dim and bright light conditions, respectively. The differences in their function are thought to stem from their different gene expression patterns, morphologies, and synaptic connectivities. In this study, we have examined the photoreceptor cells of the retinal degeneration 7 (rd7) mutant mouse, a model for the human enhanced S-cone syndrome (ESCS). This mutant carries a spontaneous deletion in the mouse ortholog of NR2E3, an orphan nuclear receptor transcription factor mutated in ESCS. Employing microarray and in situ hybridization analysis we have found that the rd7 retina contains a modestly increased number of S-opsin–expressing cells that ultrastructurally appear to be normal cones. Strikingly, the majority of the photoreceptors in the rd7 retina represent a morphologically hybrid cell type that expresses both rod- and cone-specific genes. In addition, in situ hybridization screening of genes shown to be up-regulated in the rd7 mutant retina by microarray identified ten new cone-specific or cone-enriched genes with a wide range of biochemical functions, including two genes specifically involved in glucose/glycogen metabolism. We suggest that the abnormal electroretinograms, slow retinal degeneration, and retinal dysmorphology seen in humans with ESCS may, in part, be attributable to the aberrant function of a hybrid photoreceptor cell type similar to that identified in this study. The functional diversity of the novel cone-specific genes identified here indicates molecular differences between rods and cones extending far beyond those previously discovered.
",1752.0
106,16121255,t,"Diabetes Insipidus in Mice with a Mutation in Aquaporin-2 
",
107,16121255,a,"
Abstract

Congenital nephrogenic diabetes insipidus (NDI) is a disease characterized by failure of the kidney to concentrate urine in response to vasopressin. Human kindreds with nephrogenic diabetes insipidus have been found to harbor mutations in the vasopressin receptor 2 (Avpr2) gene or the vasopressin-sensitive water channel aquaporin-2 (Aqp2) gene. Development of a treatment is rendered difficult due to the lack of a viable animal model. Through forward genetic screening of ethylnitrosourea-mutagenized mice, we report the identification and characterization of a mouse model of NDI, with an F204V mutation in the Aqp2 gene. Unlike previously attempted murine models of NDI, our mice survive to adulthood and more exactly recapitulate the human disorder. Previous in vitro experiments using renal cell lines suggest recessive Aqp2 mutations result in improper trafficking of the mutant water pore. Using these animals, we have directly proven this hypothesis of improper AQP2 translocation as the molecular defect in nephrogenic diabetes insipidus in the intact organism. Additionally, using a renal cell line we show that the mutated protein, AQP2-F204V, is retained in the endoplasmic reticulum and that this abnormal localization can be rescued by wild-type protein. This novel mouse model allows for further mechanistic studies as well as testing of pharmacological and gene therapies for NDI.
",1469.0
108,16121256,t,"Medium-Chain Acyl-CoA Dehydrogenase Deficiency in Gene-Targeted Mice 
",
109,16121256,a,"
Abstract

Medium-chain acyl-CoA dehydrogenase (MCAD) deficiency is the most common inherited disorder of mitochondrial fatty acid β-oxidation in humans. To better understand the pathogenesis of this disease, we developed a mouse model for MCAD deficiency (MCAD−/−) by gene targeting in embryonic stem (ES) cells. The MCAD−/− mice developed an organic aciduria and fatty liver, and showed profound cold intolerance at 4 °C with prior fasting. The sporadic cardiac lesions seen in MCAD−/− mice have not been reported in human MCAD patients. There was significant neonatal mortality of MCAD−/− pups demonstrating similarities to patterns of clinical episodes and mortality in MCAD-deficient patients. The MCAD-deficient mouse reproduced important aspects of human MCAD deficiency and is a valuable model for further analysis of the roles of fatty acid oxidation and pathogenesis of human diseases involving fatty acid oxidation.
",997.0
110,16216087,t,"Enhanced Odor Discrimination and Impaired Olfactory Memory by Spatially Controlled Switch of AMPA Receptors
",
111,16216087,a,"
Abstract

Genetic perturbations of α-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptors (AMPARs) are widely used to dissect molecular mechanisms of sensory coding, learning, and memory. In this study, we investigated the role of Ca2+-permeable AMPARs in olfactory behavior. AMPAR modification was obtained by depletion of the GluR-B subunit or expression of unedited GluR-B(Q), both leading to increased Ca2+ permeability of AMPARs. Mice with this functional AMPAR switch, specifically in forebrain, showed enhanced olfactory discrimination and more rapid learning in a go/no-go operant conditioning task. Olfactory memory, however, was dramatically impaired. GluR-B depletion in forebrain was ectopically variable (“mosaic”) among individuals and strongly correlated with decreased olfactory memory in hippocampus and cortex. Accordingly, memory was rescued by transgenic GluR-B expression restricted to piriform cortex and hippocampus, while enhanced odor discrimination was independent of both GluR-B variability and transgenic GluR-B expression. Thus, correlated differences in behavior and levels of GluR-B expression allowed a mechanistic and spatial dissection of olfactory learning, discrimination, and memory capabilities.
",1347.0
112,16221973,t,"Two major branches of anti-cadmium defense in the mouse: MTF-1/metallothioneins and glutathione
",
113,16221973,a,"
Abstract

Metal-responsive transcription factor 1 (MTF-1) regulates expression of its target genes in response to various stress conditions, notably heavy metal load, via binding to metal response elements (MREs) in the respective enhancer/promoter regions. Furthermore, it serves a vital function in embryonic liver development. However, targeted deletion of Mtf1 in the liver after birth is no longer lethal. For this study, Mtf1 conditional knockout mice and control littermates were both mock- or cadmium-treated and liver-specific transcription was analyzed. Besides the well-characterized metallothionein genes, several new MTF-1 target genes with MRE motifs in the promoter region emerged. MTF-1 is required for the basal expression of selenoprotein W, muscle 1 gene (Sepw1) that encodes a glutathione-binding and putative antioxidant protein, supporting a role of MTF-1 in the oxidative stress response. Furthermore, MTF-1 mediates the cadmium-induced expression of N-myc downstream regulated gene 1 (Ndrg1), which is induced by several stress conditions and is overexpressed in many cancers. MTF-1 is also involved in the cadmium response of cysteine- and glycine-rich protein 1 gene (Csrp1), which is implicated in cytoskeletal organization. In contrast, MTF-1 represses the basal expression of Slc39a10, a putative zinc transporter. In a pathway independent of MTF-1, cadmium also induced the transcription of genes involved in the synthesis and regeneration of glutathione, a cadmium-binding antioxidant. These data provide strong evidence for two major branches of cellular anti-cadmium defense, one via MTF-1 and its target genes, notably metallothioneins, the other via glutathione, with an apparent overlap in selenoprotein W.
",1840.0
114,16255782,t,"CEBPG transcription factor correlates with antioxidant and DNA repair genes in normal bronchial epithelial cells but not in individuals with bronchogenic carcinoma
",
115,16255782,a,"
Abstract

Background

Cigarette smoking is the primary cause of bronchogenic carcinoma (BC), yet only 10–15% of heavy smokers develop BC and it is likely that this variation in risk is, in part, genetically determined. We previously reported a set of antioxidant genes for which transcript abundance was lower in normal bronchial epithelial cells (NBEC) of BC individuals compared to non-BC individuals. In unpublished studies of the same NBEC samples, transcript abundance values for several DNA repair genes were correlated with these antioxidant genes. From these data, we hypothesized that antioxidant and DNA repair genes are co-regulated by one or more transcription factors and that inter-individual variation in expression and/or function of one or more of these transcription factors is responsible for inter-individual variation in risk for BC.

Methods

The putative transcription factor recognition sites common to six of the antioxidant genes were identified through in silico DNA sequence analysis. The transcript abundance values of these transcription factors (n = 6) and an expanded group of antioxidant and DNA repair genes (n = 16) were measured simultaneously by quantitative PCR in NBEC of 24 non-BC and 25 BC individuals.

Results

CEBPG transcription factor was significantly (p < 0.01) correlated with eight of the antioxidant or DNA repair genes in non-BC individuals but not in BC individuals. In BC individuals the correlation with CEBPG was significantly (p < 0.01) lower than that of non-BC individuals for four of the genes (XRCC1, ERCC5, GSTP1, and SOD1) and the difference was nearly significant for GPX1. The only other transcription factor correlated with any of these five target genes in non-BC individuals was E2F1. E2F1 was correlated with GSTP1 among non-BC individuals, but in contrast to CEBPG, there was no significant difference in this correlation in non-BC individuals compared to BC individuals.

Conclusion

We conclude that CEBPG is the transcription factor primarily responsible for regulating transcription of key antioxidant and DNA repair genes in non-BC individuals. Further, we conclude that the heavy smokers selected for development of BC are those who have sub-optimal regulation of antioxidant and DNA repair genes by CEBPG.

",2449.0
116,16279840,t,"Persistent Amyloidosis following Suppression of Aβ Production in a Transgenic Model of Alzheimer Disease
",
117,16279840,a,"
Abstract

Background

The proteases (secretases) that cleave amyloid-β (Aβ) peptide from the amyloid precursor protein (APP) have been the focus of considerable investigation in the development of treatments for Alzheimer disease. The prediction has been that reducing Aβ production in the brain, even after the onset of clinical symptoms and the development of associated pathology, will facilitate the repair of damaged tissue and removal of amyloid lesions. However, no long-term studies using animal models of amyloid pathology have yet been performed to test this hypothesis.

Methods and Findings

We have generated a transgenic mouse model that genetically mimics the arrest of Aβ production expected from treatment with secretase inhibitors. These mice overexpress mutant APP from a vector that can be regulated by doxycycline. Under normal conditions, high-level expression of APP quickly induces fulminant amyloid pathology. We show that doxycycline administration inhibits transgenic APP expression by greater than 95% and reduces Aβ production to levels found in nontransgenic mice. Suppression of transgenic Aβ synthesis in this model abruptly halts the progression of amyloid pathology. However, formation and disaggregation of amyloid deposits appear to be in disequilibrium as the plaques require far longer to disperse than to assemble. Mice in which APP synthesis was suppressed for as long as 6 mo after the formation of Aβ deposits retain a considerable amyloid load, with little sign of active clearance.

Conclusion

This study demonstrates that amyloid lesions in transgenic mice are highly stable structures in vivo that are slow to disaggregate. Our findings suggest that arresting Aβ production in patients with Alzheimer disease should halt the progression of pathology, but that early treatment may be imperative, as it appears that amyloid deposits, once formed, will require additional intervention to clear.

",2046.0
118,16362077,t,"Ablation of the Sam68 RNA Binding Protein Protects Mice from Age-Related Bone Loss
",
119,16362077,a,"
Abstract

The Src substrate associated in mitosis of 68 kDa (Sam68) is a KH-type RNA binding protein that has been shown to regulate several aspects of RNA metabolism; however, its physiologic role has remained elusive. Herein we report the generation of Sam68-null mice by homologous recombination. Aged Sam68−/− mice preserved their bone mass, in sharp contrast with 12-month-old wild-type littermates in which bone mass was decreased up to approximately 75%. In fact, the bone volume of the 12-month-old Sam68−/− mice was virtually indistinguishable from that of 4-month-old wild-type or Sam68−/− mice. Sam68−/− bone marrow stromal cells had a differentiation advantage for the osteogenic pathway. Moreover, the knockdown of Sam68 using short hairpin RNA in the embryonic mesenchymal multipotential progenitor C3H10T1/2 cells resulted in more pronounced expression of the mature osteoblast marker osteocalcin when differentiation was induced with bone morphogenetic protein-2. Cultures of mouse embryo fibroblasts generated from Sam68+/+ and Sam68−/− littermates were induced to differentiate into adipocytes with culture medium containing pioglitazone and the Sam68−/− mouse embryo fibroblasts shown to have impaired adipocyte differentiation. Furthermore, in vivo it was shown that sections of bone from 12-month-old Sam68−/− mice had few marrow adipocytes compared with their age-matched wild-type littermate controls, which exhibited fatty bone marrow. Our findings identify endogenous Sam68 as a positive regulator of adipocyte differentiation and a negative regulator of osteoblast differentiation, which is consistent with Sam68 being a modulator of bone marrow mesenchymal cell differentiation, and hence bone metabolism, in aged mice.
",1831.0
120,16410827,t,"The Notch Ligand JAG1 Is Required for Sensory Progenitor Development in the Mammalian Inner Ear
",
121,16410827,a,"
Abstract

In mammals, six separate sensory regions in the inner ear are essential for hearing and balance function. Each sensory region is made up of hair cells, which are the sensory cells, and their associated supporting cells, both arising from a common progenitor. Little is known about the molecular mechanisms that govern the development of these sensory organs. Notch signaling plays a pivotal role in the differentiation of hair cells and supporting cells by mediating lateral inhibition via the ligands Delta-like 1 and Jagged (JAG) 2. However, another Notch ligand, JAG1, is expressed early in the sensory patches prior to cell differentiation, indicating that there may be an earlier role for Notch signaling in sensory development in the ear. Here, using conditional gene targeting, we show that the Jag1 gene is required for the normal development of all six sensory organs within the inner ear. Cristae are completely lacking in Jag1-conditional knockout (cko) mutant inner ears, whereas the cochlea and utricle show partial sensory development. The saccular macula is present but malformed. Using SOX2 and p27kip1 as molecular markers of the prosensory domain, we show that JAG1 is initially expressed in all the prosensory regions of the ear, but becomes down-regulated in the nascent organ of Corti by embryonic day 14.5, when the cells exit the cell cycle and differentiate. We also show that both SOX2 and p27kip1 are down-regulated in Jag1-cko inner ears. Taken together, these data demonstrate that JAG1 is expressed early in the prosensory domains of both the cochlear and vestibular regions, and is required to maintain the normal expression levels of both SOX2 and p27kip1. These data demonstrate that JAG1-mediated Notch signaling is essential during early development for establishing the prosensory regions of the inner ear.
",1949.0
122,16433929,t,"m-Calpain is required for preimplantation embryonic development in mice
",
123,16433929,a,"
Abstract

Background

μ-calpain and m-calpain are ubiquitously expressed proteases implicated in cellular migration, cell cycle progression, degenerative processes and cell death. These heterodimeric enzymes are composed of distinct catalytic subunits, encoded by Capn1 (μ-calpain) or Capn2 (m-calpain), and a common regulatory subunit encoded by Capn4. Disruption of the mouse Capn4 gene abolished both μ-calpain and m-calpain activity, and resulted in embryonic lethality, thereby suggesting essential roles for one or both of these enzymes during mammalian embryogenesis. Disruption of the Capn1 gene produced viable, fertile mice implying that either m-calpain could compensate for the loss of μ-calpain, or that the loss of m-calpain was responsible for death of Capn4-/- mice.

Results

To distinguish between the alternatives described above, we deleted an essential coding region in the mouse Capn2 gene in embryonic stems cells and transmitted this mutant allele through the mouse germline. Breeding of heterozygous animals failed to produce homozygous mutant live offspring or implanted embryos. A nested PCR genotyping protocol was established, and homozygous preimplantation mutant embryos were detected at the morula but not at the blastocyts stage.

Conclusion

We conclude that homozygous disruption of the Capn2 gene results in pre-implantation embryonic lethality between the morula and blastocyst stage. This establishes that μ-calpain and m-calpain have distinct functions, and that m-calpain is vital for development of the preimplantation murine embryo.

",1649.0
124,16462940,t,"Genetic and Genomic Analysis of a Fat Mass Trait with Complex Inheritance Reveals Marked Sex Specificity
",
125,16462940,a,"
Abstract

The integration of expression profiling with linkage analysis has increasingly been used to identify genes underlying complex phenotypes. The effects of gender on the regulation of many physiological traits are well documented; however, “genetical genomic” analyses have not yet addressed the degree to which their conclusions are affected by sex. We constructed and densely genotyped a large F2 intercross derived from the inbred mouse strains C57BL/6J and C3H/HeJ on an apolipoprotein E null (ApoE−/−) background. This BXH.ApoE−/− population recapitulates several “metabolic syndrome” phenotypes. The cross consists of 334 animals of both sexes, allowing us to specifically test for the dependence of linkage on sex. We detected several thousand liver gene expression quantitative trait loci, a significant proportion of which are sex-biased. We used these analyses to dissect the genetics of gonadal fat mass, a complex trait with sex-specific regulation. We present evidence for a remarkably high degree of sex-dependence on both the cis and trans regulation of gene expression. We demonstrate how these analyses can be applied to the study of the genetics underlying gonadal fat mass, a complex trait showing significantly female-biased heritability. These data have implications on the potential effects of sex on the genetic regulation of other complex traits.
",1484.0
126,16504143,t,"Deficits in spatial learning and motor coordination in ADAM11-deficient mice
",
127,16504143,a,"
Abstract

Background

ADAM11 is a member of the ADAM gene family and is mainly expressed in the nervous system. It is thought to be an adhesion molecule, since it has a disintegrin-like domain related to cell-cell or cell-matrix interactions. To elucidate the physiological functions of ADAM11, we generated ADAM11-deficient mice by means of gene targeting.

Results

ADAM11-deficient mice were apparently normal, and survived more than one year with no major histological abnormalities in the brain or spinal cord. Because ADAM11 is highly expressed in the hippocampus and cerebellum, we have examined ADAM11 mutant mice for learning using visual and hidden water maze tasks, and their motor coordination using a rotating rod task. Our results showed that their visual water maze task results are normal, but the hidden water maze and rotating rod task skills are impaired in ADAM11-deficient mice.

Conclusion

Our results indicate that ADAM11 mutation does not affect cell migration and differentiation during development, but affects learning and motor coordination. Thus, ADAM11 might play an important signalling or structural role as a cell adhesion molecule at the synapse, and may thus participate in synaptic regulation underlying behavioural changes.

",1341.0
128,16504174,t,"Identification and targeted disruption of the mouse gene encoding ESG1 (PH34/ECAT2/DPPA5)
",
